,Name,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,EMI,Days Left to Pay Current EMI,Delayed Payment,Payment Dates,Payment Modes,Outstanding Balance
866,Divyansh Gaba,354,Auto Loan,61630,7,0.2,9400.94,12,No,[],[],61630.0
867,Zeeshan Sarna,810,Personal Loan,80334,6,0.14,13941.0,11,No,"['2023-5-16', '2023-6-7', '2023-7-4', '2023-8-4']","['UPI', 'Cash', 'Debit Card', 'Debit Card']",24570.0
868,Amira Hayre,317,Home Loan,11782,10,0.12,1243.97,15,No,"['2023-5-24', '2023-6-12', '2023-7-25']","['Cash', 'Cash', 'Net Banking']",8050.09
869,Shalv Ramachandran,469,Personal Loan,20732,2,0.24,10678.01,13,Yes,[],[],20732.0
870,Prisha Banerjee,341,Personal Loan,10596,4,0.3,2816.61,3,No,"['2023-5-20', '2023-6-5']","['Cash', 'Cash']",4962.78
871,Ela Konda,325,Home Loan,13155,3,0.15,4495.08,3,No,"['2023-5-25', '2023-6-6', '2023-7-18']","['Cash', 'Debit Card', 'Debit Card']",-330.2399999999998
872,Yasmin Divan,606,Home Loan,13095,1,0.15,13258.69,4,No,[],[],13095.0
873,Biju Majumdar,670,Home Loan,58000,15,0.19,4374.38,11,Yes,"['2023-5-10', '2023-6-1', '2023-7-13', '2023-8-3', '2023-9-6', '2023-10-17', '2023-11-9', '2023-12-27', '2024-1-25', '2024-2-10']","['Credit Card', 'Debit Card', 'Cash', 'UPI', 'Net Banking', 'Debit Card', 'UPI', 'Debit Card', 'Debit Card', 'Cash']",14256.199999999997
874,Urvi Chatterjee,334,Auto Loan,15899,11,0.26,1639.97,13,No,[],[],15899.0
875,Tiya Mani,475,Auto Loan,62049,8,0.28,8592.42,5,No,"['2023-5-6', '2023-6-5', '2023-7-21', '2023-8-5', '2023-9-4']","['Cash', 'Net Banking', 'Net Banking', 'Cash', 'Debit Card']",19086.9
876,Rania Raj,532,Home Loan,45707,3,0.29,15977.92,11,Yes,"['2023-5-14', '2023-6-9', '2023-7-9']","['Net Banking', 'Debit Card', 'Debit Card']",-2226.760000000002
877,Divit Kothari,322,Home Loan,23565,7,0.28,3687.87,9,Yes,"['2023-5-3', '2023-6-21', '2023-7-27', '2023-8-17', '2023-9-4']","['Debit Card', 'Debit Card', 'UPI', 'Debit Card', 'Credit Card']",5125.6500000000015
878,Siya Barman,504,Home Loan,97693,8,0.13,12814.42,2,Yes,"['2023-5-8', '2023-6-23', '2023-7-19', '2023-8-17', '2023-9-3', '2023-10-20', '2023-11-6', '2023-12-6']","['Cash', 'Cash', 'Cash', 'Cash', 'Cash', 'Net Banking', 'Cash', 'UPI']",-4822.360000000001
879,Kavya Krishnamurthy,803,Home Loan,14371,13,0.11,1177.69,7,Yes,"['2023-5-28', '2023-6-23']","['Net Banking', 'Credit Card']",12015.619999999999
880,Inaaya  Kamdar,447,Personal Loan,39521,11,0.23,4019.06,3,No,"['2023-5-1', '2023-5-24', '2023-6-13', '2023-7-10', '2023-8-9', '2023-9-15']","['Debit Card', 'Debit Card', 'Cash', 'Net Banking', 'Credit Card', 'Net Banking']",15406.64
881,Ahana  Roy,356,Home Loan,22835,2,0.19,11689.38,7,Yes,[],[],22835.0
882,Indranil Balay,577,Home Loan,43554,4,0.11,11139.17,14,Yes,"['2023-5-7', '2023-6-22', '2023-7-18']","['Debit Card', 'Credit Card', 'Debit Card']",10136.489999999998
883,Pihu Agrawal,638,Home Loan,31317,4,0.19,8141.59,5,No,"['2023-5-4', '2023-6-14', '2023-7-9']","['Credit Card', 'Debit Card', 'Debit Card']",6892.23
884,Nitara Sharma,332,Home Loan,99318,3,0.13,33825.87,10,No,"['2023-5-5', '2023-6-22']","['Debit Card', 'Credit Card']",31666.259999999995
885,Taran Keer,636,Personal Loan,41627,5,0.29,8938.6,7,No,"['2023-5-27', '2023-6-16', '2023-7-20', '2023-8-28', '2023-9-20']","['Debit Card', 'UPI', 'Credit Card', 'UPI', 'Cash']",-3066.0
886,Rasha Babu,678,Auto Loan,99357,3,0.16,34006.07,10,Yes,[],[],99357.0
887,Mahika Tank,568,Auto Loan,18262,11,0.3,1919.44,6,Yes,"['2023-5-1', '2023-5-2', '2023-6-18', '2023-7-25', '2023-8-14', '2023-9-16']","['Credit Card', 'UPI', 'UPI', 'Debit Card', 'UPI', 'UPI']",6745.360000000001
888,Prisha Apte,749,Auto Loan,65929,11,0.13,6390.12,10,Yes,"['2023-5-10', '2023-6-8', '2023-7-14']","['Credit Card', 'UPI', 'Credit Card']",46758.64
889,Zara Agrawal,661,Personal Loan,18483,2,0.15,9415.14,15,No,"['2023-5-15', '2023-6-18']","['Net Banking', 'Cash']",-347.27999999999884
890,Sana Varughese,806,Home Loan,96495,6,0.17,16889.27,11,Yes,['2023-5-13'],['Debit Card'],79605.73
891,Advika Edwin,645,Home Loan,80526,15,0.18,6034.97,10,No,"['2023-5-25', '2023-6-25']","['Debit Card', 'UPI']",68456.06
892,Keya Gole,502,Personal Loan,73644,10,0.27,8306.14,11,No,"['2023-5-12', '2023-6-2', '2023-7-13', '2023-8-6', '2023-9-16', '2023-10-19']","['Credit Card', 'Cash', 'UPI', 'Debit Card', 'Credit Card', 'Net Banking']",23807.160000000003
893,Jhanvi Ramakrishnan,692,Personal Loan,77844,7,0.22,11950.89,14,No,"['2023-5-12', '2023-6-24', '2023-7-13', '2023-8-20', '2023-9-5', '2023-10-19', '2023-11-20']","['Credit Card', 'UPI', 'Credit Card', 'Net Banking', 'UPI', 'UPI', 'Net Banking']",-5812.229999999996
894,Kimaya Barad,716,Auto Loan,22056,12,0.11,1949.35,5,No,"['2023-5-27', '2023-6-9', '2023-7-20', '2023-8-26', '2023-9-24', '2023-10-20', '2023-11-27', '2023-12-8']","['Credit Card', 'Debit Card', 'Net Banking', 'Cash', 'UPI', 'Debit Card', 'Credit Card', 'Credit Card']",6461.200000000001
895,Jhanvi Walia,327,Home Loan,34482,15,0.22,2650.23,8,No,"['2023-5-18', '2023-6-14', '2023-7-23', '2023-8-19', '2023-9-28', '2023-10-25', '2023-11-8', '2023-12-20', '2024-1-18']","['Cash', 'UPI', 'Net Banking', 'Debit Card', 'Debit Card', 'Debit Card', 'Cash', 'Cash', 'Cash']",10629.93
896,Shayak Maharaj,628,Auto Loan,96133,12,0.15,8676.8,4,Yes,"['2023-5-15', '2023-6-9', '2023-7-11']","['Net Banking', 'Net Banking', 'UPI']",70102.6
897,Trisha Buch,679,Auto Loan,25105,7,0.14,3755.74,12,Yes,['2023-5-28'],['Credit Card'],21349.260000000002
898,Suhana Bhakta,501,Personal Loan,42916,10,0.12,4531.16,3,No,"['2023-5-26', '2023-6-5']","['Credit Card', 'Credit Card']",33853.68
899,Zoya Bassi,843,Auto Loan,25034,15,0.11,1793.93,2,No,"['2023-5-26', '2023-6-12']","['UPI', 'UPI']",21446.14
900,Alia Ahluwalia,721,Home Loan,55764,6,0.13,9649.56,14,Yes,"['2023-5-6', '2023-6-11', '2023-7-5', '2023-8-24', '2023-9-7']","['Debit Card', 'Cash', 'UPI', 'Debit Card', 'UPI']",7516.200000000004
901,Lakshay Kala,611,Home Loan,15426,13,0.24,1359.31,14,Yes,"['2023-5-3', '2023-6-25', '2023-7-25', '2023-8-7', '2023-9-14', '2023-10-21', '2023-11-7', '2023-12-10', '2024-1-15']","['Debit Card', 'UPI', 'UPI', 'Credit Card', 'UPI', 'Debit Card', 'Net Banking', 'Credit Card', 'Credit Card']",3192.210000000001
902,Kanav Basu,670,Auto Loan,68604,15,0.12,4947.98,8,Yes,"['2023-5-13', '2023-6-22', '2023-7-17']","['Debit Card', 'Net Banking', 'UPI']",53760.06
903,Arhaan Suresh,431,Home Loan,55570,5,0.1,11393.39,10,No,"['2023-5-27', '2023-6-9', '2023-7-20', '2023-8-21', '2023-9-18']","['UPI', 'Cash', 'Debit Card', 'Debit Card', 'Cash']",-1396.949999999997
904,Riaan Mangat,667,Home Loan,33786,14,0.3,2889.94,13,No,[],[],33786.0
905,Amira Kapoor,529,Home Loan,22662,15,0.22,1741.77,7,No,"['2023-5-23', '2023-6-21', '2023-7-12', '2023-8-2', '2023-9-9', '2023-10-12', '2023-11-10', '2023-12-10', '2024-1-15', '2024-2-12', '2024-3-16', '2024-4-4', '2024-5-22']","['UPI', 'Debit Card', 'Debit Card', 'UPI', 'Cash', 'Net Banking', 'Credit Card', 'Credit Card', 'Cash', 'Cash', 'Net Banking', 'Net Banking', 'Net Banking']",18.9900000000016
906,Madhav Goel,720,Home Loan,63131,5,0.19,13232.22,2,Yes,['2023-5-18'],['Credit Card'],49898.78
907,Ryan Manda,832,Auto Loan,27392,6,0.13,4739.99,14,No,['2023-5-14'],['Credit Card'],22652.010000000002
908,Gokul Aggarwal,843,Home Loan,99750,7,0.2,15215.7,5,Yes,[],[],99750.0
909,Kanav Mani,792,Home Loan,35258,5,0.22,7444.13,15,No,"['2023-5-20', '2023-6-1', '2023-7-17', '2023-8-24']","['UPI', 'Cash', 'Debit Card', 'UPI']",5481.48
910,Keya Choudhary,830,Auto Loan,57236,15,0.15,4208.36,14,Yes,"['2023-5-14', '2023-6-20', '2023-7-18', '2023-8-27']","['UPI', 'Cash', 'Net Banking', 'Net Banking']",40402.56
911,Yuvaan Barad,557,Auto Loan,60910,6,0.17,10660.92,6,Yes,"['2023-5-8', '2023-6-7', '2023-7-19', '2023-8-3', '2023-9-15', '2023-10-9']","['Net Banking', 'Net Banking', 'Debit Card', 'Cash', 'Cash', 'UPI']",-3055.520000000004
912,Ayesha Bir,649,Personal Loan,41275,4,0.11,10556.3,10,No,"['2023-5-12', '2023-6-7', '2023-7-23']","['UPI', 'UPI', 'UPI']",9606.100000000002
913,Aradhya Thaker,393,Home Loan,18062,10,0.11,1898.51,2,Yes,"['2023-5-22', '2023-6-2', '2023-7-17']","['Net Banking', 'Net Banking', 'UPI']",12366.470000000001
914,Armaan Rau,627,Auto Loan,63570,5,0.29,13650.44,14,No,"['2023-5-3', '2023-6-18', '2023-7-15', '2023-8-19', '2023-9-24']","['Credit Card', 'UPI', 'Net Banking', 'Net Banking', 'Cash']",-4682.199999999997
915,Keya Bal,328,Auto Loan,46430,5,0.22,9802.91,2,Yes,['2023-5-21'],['Cash'],36627.09
916,Aniruddh Uppal,661,Personal Loan,22535,4,0.23,5906.26,12,Yes,['2023-5-14'],['Net Banking'],16628.739999999998
917,Sumer Kashyap,587,Auto Loan,23700,10,0.26,2661.5,11,No,[],[],23700.0
918,Ira Jani,631,Home Loan,43114,11,0.22,4363.64,6,No,"['2023-5-1', '2023-5-9', '2023-6-2', '2023-7-24']","['Credit Card', 'Net Banking', 'UPI', 'Credit Card']",25659.44
919,Zara Sridhar,551,Personal Loan,21025,15,0.25,1646.5,7,Yes,['2023-5-24'],['UPI'],19378.5
920,Anay Anne,696,Home Loan,93387,1,0.18,94787.81,11,Yes,['2023-5-14'],['Credit Card'],-1400.8099999999977
921,Dishani Vig,669,Personal Loan,83837,9,0.13,9827.04,10,No,"['2023-5-5', '2023-6-14']","['Net Banking', 'Debit Card']",64182.92
922,Aarav Dada,380,Home Loan,19097,3,0.23,6611.23,9,No,[],[],19097.0
923,Ryan Grewal,750,Auto Loan,87627,15,0.24,6819.61,5,Yes,"['2023-5-1', '2023-5-7', '2023-6-26', '2023-7-14', '2023-8-17', '2023-9-25', '2023-10-19', '2023-11-21', '2023-12-17', '2024-1-20', '2024-2-27', '2024-3-10', '2024-4-9', '2024-5-3', '2024-6-22']","['Credit Card', 'Credit Card', 'Cash', 'Cash', 'Cash', 'Net Banking', 'UPI', 'Cash', 'Debit Card', 'UPI', 'Net Banking', 'UPI', 'UPI', 'Cash', 'Cash']",-14667.149999999994
924,Tanya Golla,404,Home Loan,42961,4,0.21,11214.21,4,Yes,['2023-5-1'],['Cash'],31746.79
925,Anvi Dugar,304,Home Loan,47495,11,0.22,4807.05,13,Yes,"['2023-5-25', '2023-6-2', '2023-7-16', '2023-8-7', '2023-9-20', '2023-10-23', '2023-11-20', '2023-12-23', '2024-1-14', '2024-2-11']","['Cash', 'Credit Card', 'Debit Card', 'Net Banking', 'Cash', 'Credit Card', 'Credit Card', 'Net Banking', 'UPI', 'Cash']",-575.5
926,Jivika Karnik,308,Auto Loan,15412,13,0.16,1299.12,2,No,"['2023-5-26', '2023-6-17', '2023-7-3', '2023-8-8', '2023-9-28', '2023-10-10', '2023-11-15', '2023-12-8', '2024-1-14']","['Credit Card', 'UPI', 'Debit Card', 'Debit Card', 'UPI', 'Debit Card', 'UPI', 'UPI', 'Debit Card']",3719.920000000002
927,Siya Dasgupta,478,Personal Loan,85709,5,0.14,17746.4,11,Yes,"['2023-5-4', '2023-6-13', '2023-7-23', '2023-8-16']","['Credit Card', 'Credit Card', 'Credit Card', 'Debit Card']",14723.399999999994
928,Nirvi Ganesan,790,Personal Loan,37454,4,0.18,9717.25,9,Yes,['2023-5-19'],['Credit Card'],27736.75
929,Jivin Bali,640,Auto Loan,12239,9,0.23,1493.51,13,No,"['2023-5-6', '2023-6-22']","['Cash', 'UPI']",9251.98
930,Saanvi Ratti,479,Home Loan,76597,10,0.15,8196.11,4,No,"['2023-5-7', '2023-6-17', '2023-7-6', '2023-8-27', '2023-9-16', '2023-10-24', '2023-11-27']","['UPI', 'UPI', 'Cash', 'Net Banking', 'Net Banking', 'Net Banking', 'Debit Card']",19224.229999999996
931,Dhanush Bobal,806,Home Loan,25401,5,0.13,5246.49,12,No,"['2023-5-27', '2023-6-26']","['Net Banking', 'Net Banking']",14908.02
932,Hansh Aurora,434,Home Loan,85540,5,0.23,18104.16,7,Yes,['2023-5-11'],['UPI'],67435.84
933,Sana Date,592,Home Loan,70095,14,0.23,5756.08,4,Yes,"['2023-5-4', '2023-6-9', '2023-7-9', '2023-8-1', '2023-8-16', '2023-9-7', '2023-10-15', '2023-11-15', '2023-12-22', '2024-1-4', '2024-2-3', '2024-3-7', '2024-4-9', '2024-5-12']","['Debit Card', 'Debit Card', 'Credit Card', 'Cash', 'Debit Card', 'Net Banking', 'Credit Card', 'Cash', 'Credit Card', 'Net Banking', 'UPI', 'Credit Card', 'Cash', 'Credit Card']",-10490.119999999995
934,Yuvraj  Ghose,698,Home Loan,58434,6,0.12,10082.69,2,No,"['2023-5-28', '2023-6-11']","['UPI', 'Cash']",38268.619999999995
935,Samarth Dar,820,Auto Loan,51531,6,0.17,9019.34,8,No,"['2023-5-13', '2023-6-5', '2023-7-1', '2023-7-15', '2023-8-27']","['Net Banking', 'Debit Card', 'Net Banking', 'Cash', 'UPI']",6434.300000000003
936,Hunar Jain,418,Home Loan,21042,15,0.2,1597.05,8,No,"['2023-5-7', '2023-6-16']","['Debit Card', 'Net Banking']",17847.9
937,Baiju Vala,719,Personal Loan,32675,13,0.22,2847.73,3,Yes,"['2023-5-14', '2023-6-8', '2023-7-26', '2023-8-13', '2023-9-25', '2023-10-22', '2023-11-9', '2023-12-24', '2024-1-22', '2024-2-20', '2024-3-6']","['Cash', 'Cash', 'UPI', 'Credit Card', 'UPI', 'Credit Card', 'Cash', 'UPI', 'Net Banking', 'Credit Card', 'Credit Card']",1349.9700000000012
938,Tanya Cheema,343,Auto Loan,31432,2,0.1,15912.72,11,Yes,"['2023-5-13', '2023-6-5']","['Net Banking', 'Net Banking']",-393.4399999999987
939,Shaan Goel,435,Auto Loan,27415,5,0.23,5802.26,6,Yes,"['2023-5-24', '2023-6-11', '2023-7-24']","['Cash', 'Credit Card', 'UPI']",10008.220000000001
940,Nirvaan D’Alia,390,Home Loan,10567,11,0.15,1034.18,8,Yes,"['2023-5-12', '2023-6-13', '2023-7-15', '2023-8-22', '2023-9-23', '2023-10-15', '2023-11-16', '2023-12-8', '2024-1-12', '2024-2-22']","['Debit Card', 'Credit Card', 'Cash', 'Cash', 'UPI', 'UPI', 'Debit Card', 'UPI', 'Debit Card', 'Cash']",225.1999999999989
941,Heer Chaudhry,702,Personal Loan,55197,10,0.12,5827.81,6,No,"['2023-5-15', '2023-6-17', '2023-7-28', '2023-8-17', '2023-9-17', '2023-10-3', '2023-11-27']","['Debit Card', 'Credit Card', 'Credit Card', 'Credit Card', 'Credit Card', 'Cash', 'Net Banking']",14402.329999999994
942,Amani Doshi,617,Home Loan,32683,13,0.22,2848.43,14,Yes,"['2023-5-12', '2023-6-17', '2023-7-13', '2023-8-19', '2023-9-24', '2023-10-17', '2023-11-20', '2023-12-27']","['Cash', 'Debit Card', 'UPI', 'UPI', 'Credit Card', 'UPI', 'Net Banking', 'Credit Card']",9895.560000000001
943,Divit Vaidya,533,Home Loan,56415,3,0.26,19625.71,13,Yes,"['2023-5-26', '2023-6-28']","['Credit Card', 'UPI']",17163.58
944,Madhup Ray,744,Auto Loan,51763,6,0.16,9034.21,10,Yes,"['2023-5-17', '2023-6-23', '2023-7-13', '2023-8-21']","['Debit Card', 'Credit Card', 'UPI', 'Credit Card']",15626.160000000003
945,Yuvaan Malhotra,627,Auto Loan,52081,11,0.21,5246.14,11,No,"['2023-5-23', '2023-6-22', '2023-7-7', '2023-8-10', '2023-9-7', '2023-10-27', '2023-11-4', '2023-12-15', '2024-1-22', '2024-2-18']","['Net Banking', 'UPI', 'UPI', 'Debit Card', 'Net Banking', 'Cash', 'Cash', 'UPI', 'Debit Card', 'UPI']",-380.40000000000146
946,Aradhya Ganguly,768,Personal Loan,59277,8,0.2,7976.06,5,No,"['2023-5-7', '2023-6-24', '2023-7-13', '2023-8-4', '2023-9-22', '2023-10-2']","['Net Banking', 'Net Banking', 'Credit Card', 'UPI', 'Cash', 'Cash']",11420.64
947,Anahi Kaul,324,Personal Loan,92065,13,0.19,7891.48,2,No,"['2023-5-27', '2023-6-14', '2023-7-16', '2023-8-23', '2023-9-28', '2023-10-12']","['Debit Card', 'UPI', 'Debit Card', 'UPI', 'Credit Card', 'Debit Card']",44716.12
948,Tiya Ramachandran,606,Home Loan,65243,9,0.28,8120.96,14,Yes,['2023-5-17'],['Credit Card'],57122.04
949,Saanvi Tara,832,Home Loan,11839,7,0.22,1817.57,10,Yes,"['2023-5-5', '2023-6-15', '2023-7-20']","['Cash', 'Debit Card', 'UPI']",6386.29
950,Divyansh Yohannan,430,Home Loan,93547,13,0.17,7929.58,14,Yes,"['2023-5-21', '2023-6-14', '2023-7-25', '2023-8-3', '2023-9-23', '2023-10-3', '2023-11-14', '2023-12-23', '2024-1-7', '2024-2-15', '2024-3-12', '2024-4-23', '2024-5-7']","['UPI', 'Cash', 'Credit Card', 'Debit Card', 'UPI', 'UPI', 'Cash', 'Cash', 'Cash', 'Debit Card', 'Net Banking', 'Net Banking', 'UPI']",-9537.539999999994
951,Veer Jhaveri,751,Home Loan,92456,7,0.2,14103.08,15,Yes,[],[],92456.0
952,Abram Sarna,413,Home Loan,73730,2,0.25,38020.99,7,Yes,"['2023-5-25', '2023-6-18']","['Net Banking', 'Cash']",-2311.979999999996
953,Manjari Joshi,680,Home Loan,59531,9,0.2,7177.91,5,Yes,"['2023-5-12', '2023-6-15', '2023-7-14', '2023-8-11']","['UPI', 'Cash', 'Credit Card', 'Debit Card']",30819.36
954,Tiya Seshadri,696,Personal Loan,26310,14,0.17,2085.04,14,No,"['2023-5-21', '2023-6-25', '2023-7-27', '2023-8-15', '2023-9-4', '2023-10-14', '2023-11-6', '2023-12-22', '2024-1-21', '2024-2-2', '2024-3-6', '2024-4-17', '2024-5-20']","['Debit Card', 'UPI', 'UPI', 'UPI', 'Cash', 'UPI', 'Cash', 'Debit Card', 'Credit Card', 'Debit Card', 'Cash', 'Net Banking', 'Credit Card']",-795.5200000000004
955,Lakshay Kaul,832,Home Loan,14574,2,0.11,7387.35,9,No,['2023-5-17'],['Debit Card'],7186.65
956,Keya Bahri,334,Personal Loan,23348,1,0.24,23814.96,15,No,[],[],23348.0
957,Urvi Chacko,550,Home Loan,59071,5,0.15,12260.9,11,Yes,"['2023-5-11', '2023-6-9', '2023-7-19']","['UPI', 'Net Banking', 'Net Banking']",22288.300000000003
958,Aradhya Sidhu,686,Personal Loan,35964,3,0.24,12470.69,1,No,['2023-5-4'],['Debit Card'],23493.309999999998
959,Manjari Dhar,382,Personal Loan,76908,2,0.11,38983.55,1,No,[],[],76908.0
960,Zoya Saxena,386,Personal Loan,27965,13,0.28,2518.69,8,No,"['2023-5-15', '2023-6-7', '2023-7-11', '2023-8-4']","['Credit Card', 'Debit Card', 'UPI', 'Cash']",17890.239999999998
961,Umang Devan,688,Personal Loan,75919,12,0.14,6816.55,11,Yes,"['2023-5-17', '2023-6-14']","['Debit Card', 'Debit Card']",62285.9
962,Darshit Krishnamurthy,841,Home Loan,41226,6,0.1,7072.79,8,Yes,[],[],41226.0
963,Saira De,483,Home Loan,39781,11,0.25,4084.03,11,No,"['2023-5-11', '2023-6-12', '2023-7-1', '2023-7-7']","['Credit Card', 'UPI', 'UPI', 'Net Banking']",23444.879999999997
964,Taimur Bera,793,Auto Loan,25796,9,0.21,3122.82,14,No,"['2023-5-12', '2023-6-10']","['Cash', 'UPI']",19550.36
965,Saksham Yogi,551,Home Loan,24208,6,0.18,4249.11,6,No,[],[],24208.0
966,Advik Baral,601,Personal Loan,30650,9,0.18,3666.04,6,No,"['2023-5-4', '2023-6-11', '2023-7-14', '2023-8-5', '2023-9-6', '2023-10-25']","['Net Banking', 'UPI', 'Cash', 'Credit Card', 'Debit Card', 'Debit Card']",8653.760000000002
967,Nitya Chanda,737,Home Loan,61234,2,0.19,31346.06,14,Yes,[],[],61234.0
968,Jayant Mane,307,Personal Loan,78187,13,0.29,7080.33,15,No,"['2023-5-28', '2023-6-18', '2023-7-16', '2023-8-24', '2023-9-21', '2023-10-8', '2023-11-12', '2023-12-19', '2024-1-2', '2024-2-5', '2024-3-10']","['Debit Card', 'Debit Card', 'Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'Net Banking', 'Debit Card', 'Cash', 'Net Banking', 'Credit Card']",303.36999999999534
969,Shlok Tara,347,Auto Loan,46319,13,0.11,3795.8,13,Yes,"['2023-5-13', '2023-6-21', '2023-7-6', '2023-8-1', '2023-8-9', '2023-9-10', '2023-10-19', '2023-11-15', '2023-12-14', '2024-1-13']","['Cash', 'Credit Card', 'Credit Card', 'Cash', 'Debit Card', 'Credit Card', 'Net Banking', 'Debit Card', 'Debit Card', 'Cash']",8361.0
970,Seher Bansal,472,Home Loan,15880,10,0.23,1760.17,15,Yes,"['2023-5-7', '2023-6-23', '2023-7-7']","['Debit Card', 'Credit Card', 'Credit Card']",10599.49
971,Aniruddh Zachariah,542,Home Loan,90726,13,0.18,7733.52,14,Yes,"['2023-5-18', '2023-6-9', '2023-7-20', '2023-8-17', '2023-9-2', '2023-10-17', '2023-11-14']","['Net Banking', 'Debit Card', 'Credit Card', 'Cash', 'Net Banking', 'Cash', 'Cash']",36591.36
972,Dhruv Desai,399,Home Loan,47868,3,0.22,16544.6,7,No,"['2023-5-19', '2023-6-24', '2023-7-3']","['Credit Card', 'Cash', 'Debit Card']",-1765.7999999999956
973,Anya Shan,765,Personal Loan,85325,6,0.3,15490.75,1,Yes,[],[],85325.0
974,Vritika Suresh,733,Auto Loan,38583,10,0.14,4110.18,8,No,"['2023-5-5', '2023-6-5', '2023-7-28', '2023-8-19', '2023-9-20', '2023-10-9', '2023-11-8']","['Credit Card', 'Cash', 'Cash', 'Net Banking', 'Credit Card', 'Credit Card', 'UPI']",9811.739999999998
975,Trisha Bhattacharyya,533,Auto Loan,69930,11,0.11,6712.24,10,No,"['2023-5-9', '2023-6-23', '2023-7-27', '2023-8-13', '2023-9-25', '2023-10-14']","['Debit Card', 'Net Banking', 'UPI', 'Credit Card', 'Credit Card', 'Net Banking']",29656.559999999998
976,Ishaan Borah,576,Home Loan,49488,4,0.15,12761.03,5,Yes,"['2023-5-13', '2023-6-5', '2023-7-20']","['Cash', 'Debit Card', 'UPI']",11204.909999999996
977,Ira Bhakta,388,Auto Loan,85828,4,0.12,21996.09,1,Yes,"['2023-5-6', '2023-6-6', '2023-7-3', '2023-8-11']","['Credit Card', 'UPI', 'Net Banking', 'Credit Card']",-2156.3600000000006
978,Shayak Bains,491,Personal Loan,79465,8,0.27,10964.95,9,Yes,['2023-5-7'],['Cash'],68500.05
979,Lagan Bajwa,453,Personal Loan,49754,10,0.15,5323.83,1,No,"['2023-5-11', '2023-6-21', '2023-7-2']","['Cash', 'Debit Card', 'UPI']",33782.51
980,Keya Chahal,476,Home Loan,63645,12,0.15,5744.49,5,Yes,"['2023-5-7', '2023-6-24', '2023-7-7']","['UPI', 'Net Banking', 'UPI']",46411.53
981,Zain Subramaniam,850,Personal Loan,81337,5,0.11,16717.47,3,Yes,"['2023-5-10', '2023-6-5', '2023-7-14', '2023-8-8']","['Net Banking', 'Debit Card', 'Debit Card', 'Credit Card']",14467.119999999995
982,Ela Bhandari,491,Personal Loan,48291,8,0.18,6450.91,8,Yes,['2023-5-27'],['Net Banking'],41840.09
983,Zeeshan Chatterjee,496,Home Loan,37236,8,0.22,5046.63,15,Yes,['2023-5-22'],['UPI'],32189.37
984,Misha Acharya,527,Auto Loan,91618,15,0.21,6997.54,7,No,"['2023-5-3', '2023-6-15', '2023-7-17', '2023-8-7', '2023-9-14', '2023-10-11', '2023-11-23', '2023-12-6']","['Debit Card', 'Net Banking', 'Credit Card', 'Cash', 'Net Banking', 'Cash', 'Debit Card', 'Debit Card']",35637.68
985,Khushi Kakar,635,Personal Loan,89745,3,0.22,31018.53,15,Yes,[],[],89745.0
986,Rhea Grover,574,Home Loan,24592,15,0.17,1831.37,13,No,"['2023-5-11', '2023-6-2', '2023-7-21', '2023-8-11', '2023-9-25', '2023-10-14', '2023-11-5']","['UPI', 'UPI', 'UPI', 'Cash', 'Debit Card', 'Cash', 'Credit Card']",11772.41
987,Seher Bhatia,393,Home Loan,27511,3,0.15,9400.54,6,Yes,"['2023-5-3', '2023-6-18']","['UPI', 'Cash']",8709.919999999998
988,Ahana  Brar,467,Home Loan,38975,14,0.19,3125.76,9,Yes,"['2023-5-25', '2023-6-18', '2023-7-22']","['Net Banking', 'Debit Card', 'UPI']",29597.72
989,Baiju Toor,820,Auto Loan,12133,10,0.17,1309.83,2,Yes,"['2023-5-8', '2023-6-15', '2023-7-4']","['UPI', 'Debit Card', 'UPI']",8203.51
990,Samar Sawhney,473,Home Loan,89146,3,0.21,30761.38,7,Yes,[],[],89146.0
991,Anya Mangat,323,Personal Loan,21360,11,0.17,2110.74,3,No,['2023-5-21'],['Credit Card'],19249.260000000002
992,Bhavin Jhaveri,444,Personal Loan,79563,1,0.22,81021.66,7,Yes,[],[],79563.0
993,Lakshay Dhillon,615,Auto Loan,72230,6,0.14,12534.65,3,No,"['2023-5-7', '2023-6-8', '2023-7-14', '2023-8-28', '2023-9-27']","['Net Banking', 'Debit Card', 'Credit Card', 'Net Banking', 'Debit Card']",9556.75
994,Navya Sengupta,522,Personal Loan,88594,2,0.22,45518.86,14,Yes,['2023-5-3'],['UPI'],43075.14
995,Mannat Goyal,842,Home Loan,59850,8,0.27,8258.38,14,No,['2023-5-20'],['Debit Card'],51591.62
996,Badal Tailor,617,Personal Loan,89770,8,0.14,11818.34,11,No,"['2023-5-19', '2023-6-17', '2023-7-9', '2023-8-12', '2023-9-19', '2023-10-9', '2023-11-22']","['UPI', 'Net Banking', 'Cash', 'Net Banking', 'Credit Card', 'Net Banking', 'Net Banking']",7041.619999999995
